1 9 18
11 153 422
21 369 935
31 531 1689
41 684 2390
51 1071 3186
61 1044 3974
71 1368 4848
81 1512 5888
91 1656 6781
101 2079 7679
111 2169 8512
121 2412 9554
131 2583 10286
141 2664 11649
151 2799 12850
161 3123 13733
171 3357 14798
181 3708 15815
191 4014 16976
201 3960 17943
211 3924 18939
221 4509 19940
231 4851 21252
241 5058 22487
251 5157 23232
261 5148 24529
271 5346 25865
281 5247 26807
291 5850 28046
301 5850 29230
311 6291 30280
321 6768 31576
331 6840 32834
341 7137 34044
351 6939 35211
361 6678 36599
371 7659 37913
381 7317 38822
391 7767 40072
401 7983 41455
411 8127 42369
421 8037 43756
431 8460 45022
441 8856 46566
451 9045 47337
461 8991 48791
471 8928 50071
481 9720 51015
491 9738 52219
501 10026 53557
511 10377 55159
521 10422 56099
531 10458 57497
541 11124 58941
551 11106 60097
561 11115 61517
571 11466 62805
581 11610 64044
591 11718 65266
601 11961 66648
611 12267 68276
621 12618 69428
631 12258 70732
641 12177 72354
651 13455 73221
661 13383 74687
671 13941 75924
681 13239 77562
691 13950 78836
701 13356 80022
711 14130 81425
721 14652 82965
731 14571 84066
741 15111 85342
751 15813 86721
761 15219 88524
771 15705 89845
781 15462 90418
791 16218 92354
801 15444 93477
811 16686 95098
821 16776 96547
831 16803 97184
841 16866 98996
851 17883 100704
861 17046 101689
871 17667 103491
881 17766 104769
891 18144 105617
901 17802 107286
911 18270 108557
921 18243 110523
931 18522 111089
941 18702 112869
951 19431 114351
961 19593 115959
971 19512 116979
981 20034 118425
991 20088 119766
1001 20250 121335
1011 20223 122849
1021 20943 123923
1031 21582 125773
1041 21087 126888
1051 21168 127980
1061 21177 129790
1071 21186 131341
1081 21339 132419
1091 21609 133827
1101 22275 135789
1111 22437 137103
1121 22608 138736
1131 23310 139839
1141 23616 141151
1151 24345 142537
1161 23805 144431
1171 22644 145977
1181 23904 147586
1191 24480 148123
1201 25263 149637
1211 24714 151369
1221 24597 152664
1231 25119 154259
1241 25677 155714
1251 25020 157535
1261 25434 158810
1271 25146 160512
1281 26118 161439
1291 25668 163204
1301 26991 164674
1311 26442 166146
1321 26649 168238
1331 27135 169231
1341 27621 170162
1351 27270 172023
1361 27585 173613
1371 28152 175488
1381 28035 176867
1391 27972 178315
1401 27900 178977
1411 28674 181412
1421 29502 182254
1431 29529 184312
1441 29439 186111
1451 29997 187204
1461 29619 188701
1471 29592 190009
1481 31005 191663
1491 29232 193732
1501 30681 194568
1511 31005 195933
1521 30915 197201
1531 30474 199294
1541 31347 200107
1551 32139 201938
1561 31806 203707
1571 31860 205070
1581 31932 206477
1591 31104 207542
1601 32670 208906
1611 31410 210610
1621 33174 212149
1631 32949 213878
1641 33975 215893
1651 34020 217218
1661 33975 219003
1671 33894 219865
1681 34317 222358
1691 35118 223088
1701 34920 224470
1711 35307 225931
1721 34893 227030
1731 35046 228816
1741 35694 230574
1751 35469 232284
1761 35523 233482
1771 35964 235559
1781 35766 236854
1791 37260 237839
1801 37368 239986
1811 38016 241225
1821 37314 242792
1831 37233 244301
1841 38196 245658
1851 38889 247347
1861 37305 248565
1871 38205 250494
1881 37800 251959
1891 38421 252818
1901 38043 255052
1911 39249 256375
1921 39555 257743
1931 39060 259912
1941 39888 260560
1951 40392 262720
1961 39267 264491
1971 39357 265439
1981 41130 267322
1991 40950 268218
2001 41580 270126
2011 39969 271529
2021 40662 272701
2031 41688 274368
2041 40284 275584
2051 41553 277660
2061 41058 279172
2071 42048 281392
2081 43191 282447
2091 43479 283743
2101 42678 285587
2111 43281 287582
2121 43011 289147
2131 43974 290526
2141 43722 292152
2151 43389 293329
2161 43533 295145
2171 43110 296808
2181 44190 298273
2191 44928 299603
2201 44658 301533
2211 45567 302468
2221 44784 304654
2231 45531 306065
2241 45351 308486
2251 45900 309691
2261 45747 311246
2271 46944 312351
2281 46449 313596
2291 47070 315453
2301 47574 317638
2311 47601 318750
2321 46800 320952
2331 46908 322219
2341 48573 323531
2351 47376 325584
2361 46917 326913
2371 48735 328268
2381 49230 330798
2391 47727 331539
2401 50121 333267
2411 49581 334633
2421 48834 336559
2431 50130 338231
2441 49797 339619
2451 48915 341341
2461 50724 342372
2471 50823 344570
2481 50337 345628
2491 50211 347768
2501 50850 349318
2511 50886 350472
2521 52254 352890
2531 51453 354098
2541 52668 355317
2551 51507 357367
2561 52101 359336
2571 53478 361807
2581 52263 362183
2591 53010 364069
2601 51633 365743
2611 54504 366958
2621 52317 368576
2631 53163 370719
2641 53388 372316
2651 53622 373735
2661 53757 375935
2671 53541 377040
2681 54315 378504
2691 55224 379017
2701 55998 382355
2711 55629 383934
2721 55620 384764
2731 55341 386797
2741 56601 388576
2751 56979 389694
2761 56637 392039
2771 57204 393472
2781 57231 394633
2791 56475 396570
2801 56583 397940
2811 58239 400141
2821 57114 401281
2831 57996 402283
2841 58203 404560
2851 58329 406523
2861 58104 408613
2871 59931 409399
2881 60021 411113
2891 58455 412768
2901 58914 414320
2911 58329 416472
2921 59049 416853
2931 60984 420174
2941 59967 420830
2951 61956 422581
2961 61074 424651
2971 59904 425648
2981 61650 427352
2991 60678 428588
3001 60894 430313
3011 62145 431466
3021 61101 433898
3031 61902 435686
3041 59796 437280
3051 63918 439190
3061 61659 440076
3071 62910 441847
3081 63036 443808
3091 63711 445207
3101 63477 447271
3111 63405 448552
3121 63756 450016
3131 63234 451724
3141 62856 453469
3151 63153 454550
3161 63585 457233
3171 65610 458289
3181 65052 460137
3191 65619 462847
3201 65943 463126
3211 65871 465478
3221 65259 467317
3231 65817 467918
3241 66969 470157
3251 65925 471130
3261 66672 472911
3271 66609 474928
3281 68463 476688
3291 68013 478421
3301 67950 480053
3311 68508 481665
3321 67806 483264
3331 68724 484827
3341 68616 486419
3351 68058 488045
3361 67995 490274
3371 67365 490809
3381 68814 493665
3391 69336 495136
3401 70470 496122
3411 68508 498663
3421 68049 498796
3431 70335 501637
3441 69192 502877
3451 69993 504814
3461 70425 506335
3471 69264 507835
3481 71505 509680
3491 72135 510229
3501 70740 513043
3511 71244 514249
3521 71361 517106
3531 71910 517104
3541 73206 520020
3551 72981 520663
3561 71667 522816
3571 72405 524634
3581 72576 526274
3591 73449 527246
3601 74583 530185
3611 73746 530994
3621 74214 533546
3631 74547 534444
3641 75051 535291
3651 74628 537912
3661 74457 539002
3671 74394 541647
3681 75582 543170
3691 74421 543624
